Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
RPL31	-4.218870412105038	-2.061210821559948	59	121	0.315684315684316	0.0238	-2.373564997727169	0.8353759218672728
VEPH1	-1.9228322932065183	-0.9200968300604296	4	5	0.232767232767233	0.0683	-1.6350979735935482	0.8399995821313391
IDE	-2.6738925198187036	-1.6274323564768498	45	45	0.872127872127872	0.1036	-1.2974544425452128	0.8467055553550222
EMILIN1	-1.1138284801584095	-1.2207543952414193	11	13	0.62037962037962	0.4796	0.14954720676886116	0.9264718858649287
SMARCD1	-2.682094581677652	-1.8651811906479703	34	80	0.270729270729271	0.165	-0.9355423610821335	0.8508504891807739
RCC1	-2.9338859558892194	-1.790306243994991	62	69	0.743256743256743	0.0982	-1.364190817299479	0.8462908702471963
MINK1	-0.9387801702527332	-1.0295455906082835	3	7	0.17982017982018	0.4708	0.13782064018279225	0.9241632136238598
SMARCE1	-0.9622599097816443	-1.8283923394302872	28	73	0.30969030969031	0.863	0.9987017558544297	0.9812459736913539
MLF1	-1.7907970716332702	-1.994799321138968	25	106	0.152847152847153	0.5258	0.22853859411404503	0.9344108923816656
CNTRL	-3.315586296273417	-2.1847764922275865	42	152	0.166833166833167	0.1208	-1.206512427956457	0.8467055553550222
NDUFA4	-2.018683395662804	-2.1535416294763507	7	143	0.016369836301637	0.4947	0.1453375038589863	0.9285132975847105
SIMC1	-1.5170866164953645	-1.1699141492671985	5	11	0.175824175824176	0.2522	-0.49613953935352334	0.8798088210528585
YWHAB	-1.733838326935455	-2.4247090374740963	82	225	0.297702297702298	0.7359	0.6969800916734717	0.9555878427528043
CAMSAP2	-1.2809033402686412	-1.6830643408691743	35	52	0.552447552447552	0.6457	0.4927254906519726	0.9451679446082741
CALU	-0.8059205424090076	-1.9484845538590734	59	95	0.564435564435564	0.9372	1.2749070656447772	0.9899552890139439
RAB5C	-2.484542585288323	-2.0533412742260193	100	117	0.746253746253746	0.2785	-0.4677258383759197	0.8918073157190807
ST13	-1.607366313569114	-1.4545809849621736	5	27	0.0627993720062799	0.3477	-0.19816544815202847	0.906703078486286
SIRPB1	-1.7867808416434983	-0.8690208007529571	1	4	0.004109958900411	0.08	-1.4826086466449055	0.8399995821313391
BLMH	-1.4065172578290714	-1.5386455099965684	1	34	0.00117599882400118	0.4961	0.16933769908403262	0.9287568772910562
LDOC1	-2.980436379239943	-1.743006527186495	33	60	0.347652347652348	0.0851	-1.4726589658703297	0.8399995821313391
ATOX1	-3.1259476917546962	-1.1699141492671985	2	11	0.003729962700373	0.0164	-2.7953414292268337	0.7988674816728852
KIF20A	-1.205228058324141	-1.4121493644759058	3	23	0.039979600203998	0.5387	0.27239341147561463	0.9377094722960136
SLC25A1	-1.0083659417760715	-1.4282411390762555	21	25	0.704295704295704	0.6739	0.5499572856208618	0.9462168769499073
F2RL2	-1.7140755813128772	-1.0723743276648654	7	8	0.454545454545455	0.1484	-0.948467851046929	0.8478983396472669
WDR83	-1.2586084659152954	-1.9987089431211402	94	104	0.844155844155844	0.7926	0.8178964896344323	0.9652642827219309
SKIL	-1.7724679581498695	-1.8772217472413095	8	79	0.041549584504155	0.4796	0.12027668296746996	0.9264718858649287
HNRNPM	-3.1123616720335545	-2.2927642893173195	132	181	0.614385614385614	0.1887	-0.8465074902032862	0.8622265869662148
BUB1B	-3.814567962918719	-1.5614299700280254	7	37	0.032049679503205	0.0166	-2.836497984315498	0.7995334295566727
ZZEF1	-1.4528236369684506	-1.5135408551152032	1	31	0.00115699884300116	0.451	0.07640713784325513	0.916545496860429
PAFAH1B3	-1.8963920555394063	-1.6232640415182793	42	44	0.828171828171828	0.3087	-0.3378566020816093	0.8951922089519222
BCL6B	-0.730862035407455	-1.2687560204343018	2	15	0.0527394726052739	0.7642	0.7491828261604104	0.96015902943195
NIF3L1	-2.182373976166173	-1.9962324446950341	30	105	0.182817182817183	0.3614	-0.2093041505675053	0.906703078486286
RPL8	-2.323931687640463	-2.1771727357035346	79	147	0.427572427572428	0.389	-0.15800279845550208	0.9095109326234556
PSMD7	-2.82314115032523	-1.869141969018553	60	81	0.575424575424575	0.1372	-1.0935020401404296	0.8467055553550222
U2AF1	-1.2734415010036075	-1.9583584476298606	2	96	0.003849961500385	0.7688	0.7711968972759585	0.961402112215963
SUPT5H	-3.0287668215058976	-2.050169888268955	3	118	0.001589984100159	0.1445	-1.068895454687591	0.8478983396472669
IK	-1.4106218186696253	-1.7639960037721951	10	63	0.0848891511084889	0.6056	0.4159740076497569	0.9449129091554608
PIN1	-1.5317985102186369	-2.0692439843480304	30	124	0.171828171828172	0.6867	0.5846916580383301	0.9486974502549744
FHL3	-1.230788173715931	-2.050169888268955	117	118	0.962037962037962	0.8157	0.8949888974644803	0.9685094772347635
SNRNP40	-1.649627751267131	-1.6863155347214065	17	53	0.196803196803197	0.4424	0.04432655975186106	0.916545496860429
LYAR	-2.1150553369378318	-1.6863155347214065	2	53	0.002459975400246	0.2567	-0.5180078672409597	0.8825375066301886
MID2	-2.9715585250666363	-2.0053414803229015	17	108	0.0683893161068389	0.1377	-1.0773925412515646	0.8467055553550222
PPBP	-0.5078644941970935	-1.3156453279309803	14	18	0.693306693306693	0.9057	1.107598905287681	0.9867651367159003
GDF9	-3.40200410660865	-1.573823252527908	12	39	0.103308966910331	0.0328	-2.295320844439832	0.8374334980295074
MED31	-0.8743561501246895	-1.7639960037721951	27	63	0.353646353646354	0.8771	1.0472385105869606	0.9824046068214577
LIG4	-1.380375641985022	-1.1699141492671985	10	11	0.622377622377622	0.3125	-0.3007677103036252	0.8971966693412238
DFFA	-1.4519669122857266	-1.5386455099965684	26	34	0.601398601398601	0.4735	0.11108868887160807	0.9250108635695994
FARSA	-1.1261668343152778	-1.5386455099965684	19	34	0.421578421578422	0.6612	0.5286393236516382	0.9451679446082741
SGTA	-1.796070737935544	-2.1572998768915204	109	140	0.693306693306693	0.5973	0.3854010948113324	0.9449129091554608
HIP1	-1.185728695901406	-1.3156453279309803	9	18	0.304695304695305	0.4978	0.17813683291973673	0.9293762853785255
WDR4	-2.295195951332208	-1.607374348486435	25	41	0.398601398601399	0.1719	-0.844857571377831	0.8529364944797782
VHL	-1.9411845302032287	-1.743006527186495	42	60	0.547452547452547	0.3368	-0.23585063225730582	0.9040561084370231
IGF2BP3	-0.8378375913076406	-1.7210172725492665	1	57	0.002749972500275	0.8873	1.074015478975652	0.9829684499980549
REEP5	-2.191805269206423	-1.5683128579331003	2	38	0.003139968600314	0.1901	-0.7782118841341993	0.862494395721718
LEFTY2	-0.2905934030788401	-0.7697753194951323	1	3	0.212787212787213	0.8038	0.8219985225971977	0.9669798250486987
TULP1	-1.789247745040301	-0.9851919470093594	3	6	0.100899100899101	0.109	-1.2301423942943643	0.8467055553550222
KRT9	-2.910091015725864	-1.4740458726024837	12	29	0.163836163836164	0.0561	-1.8439171504565546	0.8399995821313391
TULP2	-0.4968649475507062	-0.8690208007529571	4	4	0.751248751248751	0.6844	0.6012045210878564	0.9484108071172441
RPL28	-0.9567265313084401	-1.652298861873769	12	47	0.175824175824176	0.7981	0.8408400265495687	0.9669798250486987
KLHL38	-1.4768906674920255	-1.5135408551152032	31	31	0.896103896103896	0.439	0.046120952559732496	0.9160930658918557
CLIC1	-2.3675687978128694	-1.5585373024672882	2	36	0.002689973100269	0.1447	-1.0229997270912263	0.8478983396472669
AHSA1	-2.076135553855311	-1.743006527186495	31	60	0.357642357642358	0.2866	-0.39645515832787426	0.8918073157190807
ANKS1A	-1.195407523777469	-1.33203247921665	19	19	0.865134865134865	0.5047	0.18600215741513154	0.931088631507748
PRKAA1	-1.8938361150416667	-1.7737924021184293	66	66	0.936063936063936	0.3713	-0.1419128720053841	0.9076914353717351
ABI2	-2.240339947789938	-1.743006527186495	8	60	0.04559954400456	0.2343	-0.5918739714119858	0.87784462110449
CHM	-2.013732082337171	-1.1169378891946666	3	9	0.0527394726052739	0.099	-1.3084982170486323	0.8467055553550222
CUL1	-3.1699150888795544	-3.089338231342542	201	473	0.352647352647353	0.4315	-0.07128861611317842	0.915292735264672
ZNF219	-3.2970842180878366	-1.573823252527908	25	39	0.368631368631369	0.0383	-2.1635916412920286	0.8374334980295074
PTN	-0.8506138863904849	-1.9583584476298606	73	96	0.705294705294705	0.9315	1.247288700929596	0.9892251813137599
MSR1	-1.2248509886320134	-1.0295455906082835	3	7	0.137862137862138	0.3103	-0.2965569363458525	0.8960860186382795
SKA1	-1.5771728947791892	-1.5485576705894712	17	35	0.315684315684316	0.4138	-0.03599116249092134	0.9145313214731601
CCDC51	-1.8447107364212272	-1.415002559283211	4	24	0.039979600203998	0.2317	-0.573430924851939	0.87784462110449
BHLHE40	-0.9583280567079685	-1.6084949615038089	11	42	0.176823176823177	0.786	0.7921509115618405	0.9635465771799091
ENO1	-0.9708560876648185	-2.034852469849142	42	112	0.315684315684316	0.9084	1.1757540268563258	0.987159326962746
PSMC4	-2.0523317524977336	-1.8980970403280506	25	82	0.190809190809191	0.3663	-0.17690816850350075	0.9071781655199846
CSK	-1.8029276635120615	-1.415002559283211	24	24	0.841158841158841	0.2491	-0.5176728373493049	0.8797629009028922
PSMB5	-1.0622074782194508	-1.7974196883085747	26	68	0.298701298701299	0.8056	0.8566424139499794	0.9669798250486987
VASP	-0.7718747037065363	-1.6794568350997874	7	50	0.0914490855091449	0.9023	1.1032464445499013	0.9863406055864204
FLT4	-0.4806158969447166	-1.1402321907381439	3	10	0.202797202797203	0.8547	0.9659679832535742	0.9784661921328976
HBQ1	-0.8622699231641866	-0.7697753194951323	2	3	0.232767232767233	0.3416	-0.15866714698416134	0.9053771710447218
LIMA1	-3.5586155730080877	-2.377339127623657	120	209	0.452547452547453	0.1182	-1.2192897581286024	0.8467055553550222
NDUFS3	-3.123389583122994	-2.0692439843480304	15	124	0.047009529904701	0.1331	-1.1468142679217193	0.8467055553550222
NAE1	-1.2731233070462993	-1.5140436347495287	1	33	0.00165899834100166	0.5533	0.3034297147620504	0.9396564930662897
MYBPC1	-1.4883634672757218	-1.291617415961887	16	16	0.807192807192807	0.3254	-0.2715390652343034	0.8975153821516243
GCFC2	-3.139514854370301	-1.3683864614831442	7	20	0.0817291827081729	0.0278	-2.3730952429216154	0.8374334980295074
KTN1	-0.3637998791188154	-1.5015887550419618	27	32	0.813186813186813	0.9805	1.4451461647903874	0.9948135621220487
MPP3	-1.8116453807033766	-1.5140436347495287	23	33	0.495504495504495	0.2913	-0.3748177405714767	0.8918073157190807
NSF	-2.591902697496088	-1.6830643408691743	37	52	0.510489510489511	0.1278	-1.1135038567231346	0.8467055553550222
ARHGAP25	-3.044991618301749	-1.4545809849621736	6	27	0.043429565704343	0.0429	-2.0627925388849904	0.8399995821313391
PLEKHA7	-1.9253880699660018	-1.6416600241205397	6	48	0.039979600203998	0.3068	-0.3514806514804162	0.8938862101137378
ABCD3	-3.698270294953636	-1.6794568350997874	34	50	0.421578421578422	0.0277	-2.454046520697957	0.8374334980295074
ARL6IP1	-1.313639510063982	-1.5683128579331003	2	38	0.00927990720092799	0.5553	0.3178704701140456	0.9396564930662897
SNAPIN	-1.5540006007042613	-1.733184966857384	35	58	0.46953046953047	0.52	0.21238951556030197	0.9330349301648417
HOXB5	-1.755482686867665	-1.652298861873769	25	47	0.370629370629371	0.3776	-0.12473338333748567	0.9078788361208331
AFDN	-1.2247474884929277	-1.6084949615038089	23	42	0.416583416583417	0.6313	0.46755057557194063	0.9451679446082741
ARNTL	-1.6977241888227201	-1.5485576705894712	13	35	0.208791208791209	0.3563	-0.18761608716897343	0.906703078486286
COLGALT2	-1.598990817299548	-1.2687560204343018	3	15	0.043429565704343	0.2715	-0.4599535322925499	0.8891352857596803
RPL7A	-1.9432457404580348	-2.0506205932565718	92	115	0.701298701298701	0.4826	0.11684061319626395	0.9275670463392336
PIK3CD	-1.6982447578467965	-1.1402321907381439	8	10	0.42957042957043	0.1803	-0.8171754990771971	0.8558997149513555
DNAJA1	-4.022716671816272	-1.992084531539101	6	103	0.00700992990070099	0.0239	-2.2664398795339764	0.8353759218672728
NUDT3	-3.41808663772568	-1.5585373024672882	14	36	0.148851148851149	0.0273	-2.3513527883972216	0.8374334980295074
PDHX	-1.22738943524213	-1.3156453279309803	9	18	0.2997002997003	0.4725	0.12101318333527199	0.9250108635695994
KRTAP10-9	-1.0756286366570178	-2.159259473232244	83	153	0.483516483516484	0.9049	1.1670819175804004	0.9865287483268259
ZC3H12A	-0.7762852061021194	-1.1402321907381439	5	10	0.30969030969031	0.6562	0.5329782451829168	0.9451679446082741
HMG20A	-1.194064181083617	-1.8283923394302872	73	73	0.963036963036963	0.7512	0.7314177645856247	0.9566752358169993
B3GALNT1	-0.7887733210729941	-1.3634456731994127	19	21	0.794205794205794	0.7658	0.7721002641194685	0.9606355297465968
TINF2	-1.7414911169239615	-1.9679967996046117	69	101	0.576423576423576	0.5354	0.2508589416749397	0.9374133947214223
AGFG1	-3.552978667213332	-1.4545809849621736	20	27	0.394605394605395	0.0191	-2.7216613067230657	0.8269942236545577
CBFA2T3	-0.18504709283678034	-0.9200968300604296	1	5	0.190809190809191	0.9521	1.1985996107627017	0.9924888627190658
MATN2	-2.275546774225698	-0.9851919470093594	6	6	0.417582417582418	0.0463	-1.9741418201677026	0.8399995821313391
RPS11	-4.216705605563011	-2.08161143008222	4	127	0.001619983800162	0.0222	-2.3204680670238362	0.827917208279172
NR3C1	-4.431806527499281	-1.5614299700280254	1	37	9.99999000001e-7	0.0049	-3.6135457948796206	0.7951629079516291
QSOX1	-2.38449919229578	-0.9200968300604296	2	5	0.020739792602074	0.0278	-2.387909297138103	0.8374334980295074
HNRNPF	-2.19925652120874	-1.962964412096745	41	102	0.282717282717283	0.3348	-0.262454095233313	0.9022907033988216
GCAT	-1.5597797468583376	-1.1169378891946666	1	9	0.00309996900031	0.2128	-0.6461435473359934	0.8713629745672883
TAX1BP1	-1.411922807772272	-1.573823252527908	4	39	0.032929670703293	0.5054	0.20326953142639023	0.931088631507748
FOXR1	-1.3282653258212818	-1.5614299700280254	33	37	0.767232767232767	0.5524	0.293533305724233	0.9396564930662897
WIPF1	-1.6702736355728232	-1.2207543952414193	1	13	0.001659983400166	0.2232	-0.6287002241527099	0.8748912342808273
AP2B1	-1.3872535904697905	-1.838444230194566	7	77	0.041549584504155	0.6632	0.5270629541246528	0.9451679446082741
GINS2	-2.183032107722091	-1.3015943617502232	7	17	0.143856143856144	0.1152	-1.1988103359839373	0.8467055553550222
LGALS9	-2.6364141664126484	-1.7974196883085747	2	68	0.001029989700103	0.155	-0.9775657220473153	0.8478983396472669
HIVEP1	-1.2613068357398414	-1.611870715759285	11	43	0.152847152847153	0.6196	0.4329677633995029	0.9449129091554608
ALDOA	-2.1912671643041906	-1.807867648094849	23	71	0.193806193806194	0.2766	-0.4497686069081274	0.8911076884309569
ERH	-1.560549122628268	-1.33203247921665	18	19	0.744255744255744	0.3158	-0.31110413572099055	0.8971966693412238
OCRL	-1.2441454796672926	-1.4677363546004678	22	28	0.626373626373626	0.5488	0.28955432815003973	0.9396564930662897
STOM	-3.6931297287383122	-1.9679967996046117	40	101	0.233766233766234	0.0494	-1.9106144081215979	0.8399995821313391
ITGB1BP2	-0.7042335814665005	-1.3156453279309803	5	18	0.175824175824176	0.8029	0.8383449480149235	0.9669798250486987
PFKP	-2.0042676608309664	-1.733184966857384	48	58	0.682317682317682	0.3105	-0.32131777613137136	0.8960860186382795
PRKRA	-1.9387172495983391	-1.4545809849621736	8	27	0.11988011988012	0.2245	-0.6279338515224204	0.875736828375897
PPP4R2	-2.5575342525433276	-1.5386455099965684	26	34	0.517482517482518	0.1014	-1.3058242461784022	0.8467055553550222
RPS15A	-1.69501136698151	-2.1595157962547744	28	144	0.130869130869131	0.6412	0.4943556796664002	0.9451679446082741
GAPDHS	-1.4267752522263848	-1.33203247921665	2	19	0.016209837901621	0.3775	-0.1289834651558032	0.9078788361208331
XPO6	-1.4875746545268598	-1.4121493644759058	8	23	0.171828171828172	0.383	-0.09929065522836143	0.908278154176497
SAP18	-2.931171046430756	-1.790306243994991	38	69	0.363636363636364	0.099	-1.3609521671953244	0.8467055553550222
SOCS6	-1.6751718649173675	-1.5683128579331003	2	38	0.00587994120058799	0.374	-0.13337604060345404	0.9078788361208331
ZBTB14	-1.668914581543056	-1.5614299700280254	36	37	0.854145854145854	0.379	-0.1353134538893327	0.9078788361208331
YWHAE	-1.4907642547169244	-2.1595157962547744	1	144	2.27999772000228e-4	0.7376	0.7117286768656549	0.9555878427528043
STRN4	-3.3768857706890127	-1.7382692301117326	5	59	0.010619893801062	0.0485	-1.9829805447459339	0.8399995821313391
TNNT1	-2.167807779838524	-1.7061374925598223	7	56	0.039979600203998	0.2421	-0.5548034798529206	0.8792232322755983
SPDL1	-1.4698841369649909	-1.3634456731994127	21	21	0.851148851148851	0.3753	-0.14300525452770502	0.9078788361208331
NUP205	-1.5093445841063957	-1.5386455099965684	33	34	0.853146853146853	0.4428	0.037552539217605485	0.916545496860429
PLK4	-0.6513814676320838	-1.3634456731994127	21	21	0.931068931068931	0.8463	0.9566929036245168	0.9767711562624738
IKBKB	-1.5071847578207678	-1.607374348486435	31	41	0.604395604395604	0.4783	0.12306379139143477	0.926268413290942
HOMEZ	-2.971598600360383	-1.49212371294731	2	30	0.001589984100159	0.0505	-1.9037523548692343	0.8399995821313391
FAM9B	-1.0139513894780945	-2.022972869562432	45	109	0.348651348651349	0.8906	1.111600529340686	0.9835957681557176
NR0B2	-3.6556575409217955	-1.4121493644759058	17	23	0.357642357642358	0.0141	-2.9533780605817	0.7951629079516291
IMPDH2	-3.3338889377377434	-1.7639960037721951	46	63	0.517482517482518	0.0544	-1.847997626462543	0.8399995821313391
PTBP1	-2.1862802075284766	-1.838444230194566	14	77	0.0873891261087389	0.2906	-0.4063281496182592	0.8918073157190807
G2E3	-0.9311112535482987	-0.9200968300604296	2	5	0.122877122877123	0.4054	-0.017960531154259253	0.9137121534749333
SETD5	-0.5733164389885868	-1.1954790081455888	3	12	0.150849150849151	0.8228	0.8782644424444915	0.9705764247856364
TULP3	-1.3674396923895837	-1.790306243994991	31	69	0.342657342657343	0.6515	0.5044429003446229	0.9451679446082741
RPAP2	-1.2412284754701408	-1.699970025657053	3	54	0.016209837901621	0.6677	0.54967575716531	0.9454347266881803
MRRF	-1.3298983430861604	-1.4282411390762555	24	25	0.821178821178821	0.4767	0.12881050724320833	0.9259001723470597
ABLIM1	-1.2708258252467624	-1.6274323564768498	14	45	0.200799200799201	0.6212	0.4421388834406764	0.9449129091554608
SNRPB	-1.1713283821485063	-1.743006527186495	60	60	0.956043956043956	0.727	0.680351249394256	0.954595368112583
SUPT6H	-2.916373765942435	-1.5886599232358962	29	40	0.475524475524476	0.0674	-1.6657107237916902	0.8399995821313391
AP1G1	-1.6971470844481626	-1.415002559283211	1	24	8.44999155000845e-4	0.2944	-0.3765122578881822	0.8918073157190807
RPL30	-2.1152415058699505	-2.0225174366372234	50	110	0.338661338661339	0.3941	-0.10249497038729824	0.9104115485933101
INO80E	-0.8415919448768048	-1.33203247921665	16	19	0.705294705294705	0.7282	0.6676891288110929	0.9546632105237314
TRAF4	-2.1054388322331876	-1.6465264758926472	33	46	0.531468531468531	0.2398	-0.5598959537503059	0.87784462110449
MRPS12	-1.736073216556324	-1.1699141492671985	11	11	0.695304695304695	0.1814	-0.8090903667802672	0.8571640085716401
RAD23B	-0.48994861922596955	-1.838452212685735	15	74	0.176823176823177	0.9885	1.5528276220187542	0.9966258168703678
TRAF5	-1.4200746264683741	-1.3796486732357736	1	22	0.001759982400176	0.4065	-0.0530409631190697	0.9137121534749333
CAPNS1	-1.6864817353742039	-1.7061374925598223	5	56	0.028149718502815	0.438	0.02362093205089014	0.9159356791593567
ERBB2	-2.9238395131786348	-2.0855681864380506	70	130	0.402597402597403	0.1722	-0.9142736589683795	0.8529364944797782
MED18	-3.443419004127105	-1.4438278146462327	24	26	0.607392607392607	0.0228	-2.604829973143544	0.8310006988128003
RAD23A	-3.0534099964624137	-1.7886460664523858	19	67	0.132867132867133	0.0894	-1.470959016428167	0.8441981730450406
ZCCHC7	-1.8492998920784425	-1.2207543952414193	12	13	0.606393606393606	0.167	-0.8790873878063148	0.852548624918929
XPO1	-1.0229355719772422	-1.9679967996046117	95	101	0.897102897102897	0.8732	1.0466715738645533	0.9823223056667438
TRAF3	-1.8861029944071273	-1.2402066463858694	11	14	0.456543456543457	0.1607	-0.9071200961903624	0.8487403408656268
SUMO1	-1.1631610862366009	-1.6830643408691743	2	52	0.00823991760082399	0.7147	0.6369826657678467	0.9526755075708409
KARS	-2.756670479662357	-1.7210172725492665	4	57	0.00896991030089699	0.1158	-1.259435196387771	0.8467055553550222
AGRN	-0.9658639680431642	-1.0295455906082835	2	7	0.0824991750082499	0.453	0.09669587774092207	0.9174568436573269
ATF4	-2.1761593993881743	-1.6274323564768498	39	45	0.695304695304695	0.2141	-0.6803396483783959	0.871601939332133
PLOD2	-1.9840201488872085	-1.5140436347495287	12	33	0.181818181818182	0.2347	-0.5919170083701796	0.87784462110449
DMAP1	-0.7697573379299941	-1.4438278146462327	13	26	0.38961038961039	0.8182	0.8780989789305188	0.9687149678266846
MEIS1	-0.8862560259171054	-1.1169378891946666	2	9	0.0709492905070949	0.5655	0.3365842565800162	0.9406713427228889
MLLT1	-1.4301036848300586	-1.0295455906082835	3	7	0.114885114885115	0.221	-0.6082181161040415	0.8748912342808273
KAT7	-2.7978579172813234	-1.573823252527908	22	39	0.322677322677323	0.0808	-1.53680215721226	0.8399995821313391
EXOC5	-0.8980852193346133	-1.611870715759285	43	43	0.953046953046953	0.8196	0.881568602894437	0.9690654615125913
STAT1	-1.8890736491099789	-1.7819091315133557	6	65	0.02979970200298	0.3763	-0.12691524061699225	0.9078788361208331
CCNT1	-0.40960334018481687	-1.33203247921665	1	19	0.025629743702563	0.9457	1.2558013971238213	0.990493272724509
SAP30BP	-0.681119641064015	-1.4282411390762555	5	25	0.127872127872128	0.8587	0.9785881941058009	0.9792427272853451
UBQLN2	-2.128318085305846	-1.6084949615038089	12	42	0.133866133866134	0.2088	-0.6333425437888295	0.8713629745672883
RAB4A	-0.9249234465600351	-1.2687560204343018	3	15	0.0818191818081819	0.6335	0.4788926193481685	0.9451679446082741
MLH1	-1.9935105852860673	-1.5140436347495287	22	33	0.450549450549451	0.2318	-0.6038698412295984	0.87784462110449
RAB14	-1.7995879334957996	-1.49212371294731	13	30	0.240759240759241	0.2912	-0.39563749198251424	0.8918073157190807
NDUFB1	-1.7998620524961324	-1.1402321907381439	9	10	0.524475524475524	0.1496	-0.9659878527132699	0.8478983396472669
PPP2R1A	-3.0452924875806326	-2.1771727357035346	8	147	0.013419865801342	0.1731	-0.9346302108373332	0.8529364944797782
PARD6B	-1.2643544443324353	-1.7886460664523858	44	67	0.552447552447552	0.7023	0.6097671434929172	0.9509808871976702
KCTD10	-2.632829095839994	-1.3634456731994127	21	21	0.749250749250749	0.0621	-1.705478386532964	0.8399995821313391
GABRE	-1.6669559325974979	-1.5886599232358962	5	40	0.040249597504025	0.3913	-0.09822786976285257	0.9098231900574818
ZBTB8A	-1.8172606756686316	-1.6794568350997874	32	50	0.477522477522478	0.3702	-0.16751277035336898	0.9073860674769025
UCHL1	-0.4799310647043218	-1.3015943617502232	17	17	0.937062937062937	0.9147	1.1175133555361774	0.987159326962746
RPL38	-2.444003233390905	-1.9962324446950341	3	105	0.002879971200288	0.2754	-0.5034893816346543	0.890136776588272
ANXA3	-0.6572328547517712	-1.2207543952414193	13	13	0.89010989010989	0.7823	0.7881445042475334	0.9629518331589302
C3	-1.0942637277399307	-0.8690208007529571	3	4	0.295704295704296	0.2881	-0.36387192323436895	0.8918073157190807
BTN3A3	-0.9565591330595555	-0.8690208007529571	3	4	0.332667332667333	0.3553	-0.14141505688644063	0.906703078486286
NDUFAF3	-1.2389388760917839	-1.415002559283211	17	24	0.528471528471528	0.528	0.23495098780229115	0.9347994704446005
HMGN4	-0.78867326370050606	-0.9200968300604296	2	5	0.148851148851149	0.5049	0.2143041858351437	0.931088631507748
KLC4	-2.530322828626025	-1.6711820804958755	2	51	0.001559984400156	0.141	-1.0529906570050303	0.8467055553550222
PDIA4	-1.0324786635855072	-1.573823252527908	7	39	0.100899100899101	0.7279	0.6796699113496607	0.954595368112583
POLR2D	-0.8577427728032332	-1.5614299700280254	35	37	0.874125874125874	0.822	0.8858788599787185	0.9702702750252834
NYNRIN	-0.34757982786742764	-0.9851919470093594	6	6	0.875124875124875	0.8638	0.9754966020930004	0.9812459736913539
NR5A2	-1.3664315094980313	-1.1699141492671985	4	11	0.128871128871129	0.3216	-0.28084033667283176	0.8971966693412238
SERPINB3	-2.1538430736972654	-1.3634456731994127	8	21	0.145854145854146	0.1382	-1.0619373620909551	0.8467055553550222
DGUOK	-1.4090382142760094	-1.768231948742966	16	62	0.163836163836164	0.6033	0.4182555653794173	0.9449129091554608
TCL1B	-1.209129237443003	-1.4282411390762555	11	25	0.278721278721279	0.5479	0.2869952486936195	0.9396564930662897
NFKBIA	-1.8916253191185053	-1.8772217472413095	9	79	0.047649523504765	0.4254	-0.016537958801284117	0.9150663880980323
PSMD14	-2.4433848212817395	-1.8662852692163996	3	78	0.003889961100389	0.2204	-0.6561211934136124	0.8748912342808273
MATR3	-4.262162719447879	-2.1572998768915204	79	140	0.398601398601399	0.0271	-2.2457115344943928	0.8374334980295074
RHOH	-0.8543270839713606	-1.1169378891946666	1	9	0.01659983400166	0.5847	0.38317127055460104	0.94335844262571
FAM53C	-0.7764059584650569	-1.7061374925598223	7	56	0.0812691873081269	0.8995	1.1172871736780852	0.9862096605898181
ZNF593	-1.7545900767743254	-1.3634456731994127	1	21	8.44999155000845e-4	0.249	-0.5255215362137458	0.8797629009028922
HNRNPH1	-2.763295777174967	-2.0533412742260193	102	117	0.758241758241758	0.2023	-0.770090573895719	0.870322574146855
RAB1A	-2.7351066991510153	-1.992084531539101	73	103	0.564435564435564	0.19	-0.8293058297715912	0.862494395721718
ZNF138	-0.8067425695729015	-1.0723743276648654	2	8	0.0894291057089429	0.5863	0.3926175636014878	0.94335844262571
HM13	-1.7098723444831638	-1.2207543952414193	1	13	0.00151399848600151	0.2082	-0.6840832087602985	0.8713629745672883
BIN1	-1.5175486148774442	-1.291617415961887	11	16	0.423576423576424	0.313	-0.3118189470696732	0.8971966693412238
GTF3C1	-1.9534544879005848	-1.7065968460794354	2	55	0.002879971200288	0.3179	-0.30111224592727537	0.8971966693412238
DNAJB11	-2.4194229853786826	-1.7210172725492665	2	57	0.001589984100159	0.1767	-0.8493159003944525	0.8531182809862726
SAT1	-2.175499823893594	-1.7737924021184293	33	66	0.344655344655345	0.2646	-0.47488912615061746	0.8859941306800033
KPNA3	-2.586027928236622	-1.6830643408691743	6	52	0.026739732602674	0.1285	-1.1063061210861256	0.8467055553550222
MYOD1	-2.501758511108687	-1.0295455906082835	3	7	0.0469995300047	0.0329	-2.235447446769152	0.8374334980295074
EPHA2	-0.7362882323257766	-1.49212371294731	30	30	0.945054945054945	0.8545	0.9725907403828834	0.9783242120232422
RPL22	-4.1363827421969	-1.992084531539101	52	103	0.31968031968032	0.0201	-2.393305454913576	0.827917208279172
EPB41L1	-0.8440132947677734	-1.5386455099965684	6	34	0.105558944410556	0.8256	0.8902518508106368	0.9706053856096682
NPHP1	-1.7854062762804905	-1.7639960037721951	3	63	0.00843991560084399	0.4185	-0.02520307717883801	0.9145313214731601
KRTAP10-3	-2.3156808009117493	-2.5332171005604325	109	259	0.341658341658342	0.5361	0.21407790055360432	0.937619204814074
PFN2	-1.4668141708437248	-1.49212371294731	1	30	0.00115699884300116	0.4393	0.03256770411602765	0.9160973870250516
