Gene	vegas_p	lfdr	Pvalue
ABCA7	0.043219567804322	0.7364602528682278	0.043219567804322
CRYBB2	0.043229567704323	0.7364903645577089	0.043229567704323
CCDC33	0.043269567304327	0.7366107578163417	0.043269567304327
RPS26P2	0.043279567204328	0.7366408427557372	0.043279567204328
KRTAP9-8	0.043289567104329	0.7366709223448515	0.043289567104329
RNU6-1141P	0.043319566804332	0.7367611290096279	0.043319566804332
CD3EAP	0.043329566704333	0.7367911871967379	0.043329566704333
MYRF	0.043359566404336	0.7368813296533889	0.043359566404336
FXNP1	0.043359566404336	0.7368813296533889	0.043359566404336
CEBPB-AS1	0.043419565804342	0.7370614700877162	0.043419565804342
SNORD23	0.043429565704343	0.7370914747636547	0.043429565704343
C1QTNF7	0.043439565604344	0.7371214740879921	0.043439565604344
TBX15	0.043559564404356	0.7374810485231161	0.043559564404356
TRIM51FP	0.043579564204358	0.7375409026613108	0.043579564204358
KRTAP9-3	0.043629563704363	0.7376904443291357	0.043629563704363
LINC02462	0.043639563604364	0.7377203366029689	0.043639563604364
AANAT	0.043639563604364	0.7377203366029689	0.043639563604364
ARSD-AS1	0.043649563504365	0.737750223523353	0.043649563504365
COL8A1	0.043679563204368	0.7378398521629297	0.043679563204368
SUPT20H	0.043679563204368	0.7378398521629297	0.043679563204368
LINC01828	0.043729562704373	0.7379891261516922	0.043729562704373
PTPN2P2	0.043729562704373	0.7379891261516922	0.043729562704373
THEGL	0.043819561804382	0.7382574820068714	0.043819561804382
REG4	0.043839561604384	0.738317057738248	0.043839561604384
PES1P1	0.043849561504385	0.7383468375711663	0.043849561504385
LDHB	0.043859561404386	0.7383766120487872	0.043859561404386
RAB40AL	0.043869561304387	0.7384063811710229	0.043869561304387
SEC23A-AS1	0.043879561204388	0.7384361449377853	0.043879561204388
KRT18P21	0.043929560704393	0.7385848834364167	0.043929560704393
GYG2-AS1	0.043939560604394	0.7386146150684911	0.043939560604394
APOA4	0.043959560404396	0.7386740622642836	0.043959560404396
RASL12	0.043959560404396	0.7386740622642836	0.043959560404396
ARSD	0.044029559704403	0.7388819587225771	0.044029559704403
TRIB3	0.044059559404406	0.7389709768532422	0.044059559404406
ABHD17A	0.044129558704413	0.7391784983205979	0.044129558704413
ROCK2	0.044159558404416	0.7392673557276601	0.044159558404416
MIR548AE1	0.044219557804422	0.7394449258727215	0.044219557804422
OR2AG2	0.044229557704423	0.7394745021424748	0.044229557704423
RNU6-1055P	0.044249557504425	0.7395336386059684	0.044249557504425
PRSS53	0.044269557304427	0.7395927536341923	0.044269557304427
GUCY2EP	0.04439955600444	0.7399764787843203	0.04439955600444
ATP5MC2P1	0.044459555404446	0.7401532771836284	0.044459555404446
MB21D2	0.044489555104449	0.7402416040154854	0.044489555104449
SLC38A9	0.04449955500445	0.7402710355710295	0.04449955500445
RNU6-654P	0.044529554704453	0.7403592980712034	0.044529554704453
MRPL57P8	0.044559554404456	0.7404475123198431	0.044559554404456
RN7SL656P	0.044619553804462	0.7406237960530149	0.044619553804462
NUDT17	0.044659553404466	0.7407412113014968	0.044659553404466
MS4A4E	0.044679553204468	0.7407998867515361	0.044679553204468
RNU6-1297P	0.04469955300447	0.7408585407511685	0.04469955300447
AGBL3	0.044729552704473	0.7409464815295649	0.044729552704473
RNU6ATAC14P	0.044739552604474	0.7409757843963976	0.044739552604474
MSX1	0.044779552204478	0.7410929422315518	0.044779552204478
NDUFB4P10	0.044789552104479	0.7411222182818562	0.044789552104479
SNRPA1	0.044879551204488	0.7413854613633983	0.044879551204488
ZNF300P1	0.044889551104489	0.7414146837740453	0.044889551104489
DPP8	0.044949550504495	0.7415899055814038	0.044949550504495
PLEKHA8	0.044959550404496	0.741619090439055	0.044959550404496
PIAS4	0.044959550404496	0.741619090439055	0.044959550404496
GALNT17	0.045069549304507	0.7419397697595138	0.045069549304507
RPL9P21	0.045069549304507	0.7419397697595138	0.045069549304507
SOCS3	0.045109548904511	0.7420562194466451	0.045109548904511
POU5F1P4	0.045139548604514	0.7421435003652503	0.045139548604514
FGF2	0.045139548604514	0.7421435003652503	0.045139548604514
ESR1	0.045139548604514	0.7421435003652503	0.045139548604514
ZNF12	0.045159548404516	0.7422016608112177	0.045159548404516
RN7SKP277	0.045239547604524	0.7424340879150143	0.045239547604524
GREB1	0.045259547404526	0.7424921410174248	0.045259547404526
C7orf26	0.045309546904531	0.7426371798370581	0.045309546904531
RPL34-AS1	0.045319546804532	0.7426661714968987	0.045319546804532
ATP8B5P	0.045329546704533	0.7426951577885061	0.045329546704533
RNA5SP300	0.045369546304537	0.7428110492708351	0.045369546304537
LINC01653	0.04539954600454	0.7428979115118135	0.04539954600454
SLC51B	0.045419545804542	0.7429557928279227	0.045419545804542
RNU6-182P	0.045439545604544	0.7430136526675764	0.045439545604544
C3orf14	0.045489545104549	0.7431582083025958	0.045489545104549
LINC02421	0.045489545104549	0.7431582083025958	0.045489545104549
CLRN1	0.045539544604554	0.7433026296943664	0.045539544604554
LINC01850	0.045549544504555	0.7433314978625626	0.045549544504555
GABRG3-AS1	0.04559954400456	0.743475758147913	0.04559954400456
HSFX3	0.045619543804562	0.743533424667783	0.045619543804562
FARP1	0.045639543604564	0.7435910697041569	0.045639543604564
IMPDH1P6	0.045709542904571	0.7437926581387698	0.045709542904571
KLF15	0.045779542204578	0.7439939833617458	0.045779542204578
LINC02427	0.045859541404586	0.7442237469921755	0.045859541404586
ZNF807P	0.045869541304587	0.7442524432684661	0.045869541304587
RPL12P44	0.045989540104599	0.7445963794589984	0.045989540104599
PPP2R5A	0.046019539804602	0.744682242594643	0.046019539804602
RNU6-842P	0.046069539304607	0.7448252403316602	0.046069539304607
SPECC1	0.046069539304607	0.7448252403316602	0.046069539304607
CTAGE11P	0.046079539204608	0.744853823754913	0.046079539204608
PPIAP4	0.046109538904611	0.7449395417747864	0.046109538904611
GCNT2	0.046169538304617	0.7451108326821291	0.046169538304617
KRT73-AS1	0.046219537804622	0.7452534272735797	0.046219537804622
LINC01893	0.046259537404626	0.7453674061764914	0.046259537404626
LINC02653	0.046309536904631	0.74550975883308	0.046309536904631
RPL26P30	0.046319536804632	0.7455382132339109	0.046319536804632
LINC02816	0.046329536704633	0.7455666622577075	0.046329536704633
PIAS3	0.046339536604634	0.7455951059043816	0.046339536604634
HMGB1	0.046409535904641	0.7457940608642845	0.046409535904641
TXNL4A	0.046409535904641	0.7457940608642845	0.046409535904641
SERTAD4-AS1	0.046419535804642	0.7458224614908121	0.046419535804642
HECTD1	0.046419535804642	0.7458224614908121	0.046419535804642
HOOK1	0.046439535604644	0.7458792466100365	0.046439535604644
RNU6-204P	0.046479535204648	0.7459927523106968	0.046479535204648
ZBTB20-AS3	0.04649953500465	0.746049472890725	0.04649953500465
PDCD7	0.04649953500465	0.746049472890725	0.04649953500465
MKX	0.046509534904651	0.7460778251128554	0.046509534904651
ST13P19	0.046529534704653	0.7461345134209091	0.046529534704653
KDM3B	0.046649533504665	0.7464741914184709	0.046649533504665
EGFL7	0.046669533304667	0.7465307291030333	0.046669533304667
SERTAD4	0.046679533204668	0.746558989875187	0.046679533204668
LINC01739	0.046689533104669	0.7465872452671378	0.046689533104669
UBQLN4P1	0.046729532704673	0.7467002130311582	0.046729532704673
NOP14	0.046739532604674	0.7467284415207769	0.046739532604674
MATN4	0.046739532604674	0.7467284415207769	0.046739532604674
IGLV4-3	0.04679953200468	0.7468976994600702	0.04679953200468
PGAM1P4	0.046829531704683	0.7469822557839153	0.046829531704683
IGLCOR22-1	0.046869531304687	0.7470949222073161	0.046869531304687
KLHL18	0.0469995300047	0.7474604933570625	0.0469995300047
CLASRP	0.047049529504705	0.7476008554201513	0.047049529504705
CSNK2A3	0.047139528604714	0.7478531679684282	0.047139528604714
RNU6-174P	0.047139528604714	0.7478531679684282	0.047139528604714
CXorf40A	0.047139528604714	0.7478531679684282	0.047139528604714
TRAPPC12-AS1	0.047159528404716	0.7479091781991024	0.047159528404716
COLGALT1	0.047179528204718	0.7479651668920704	0.047179528204718
ZDHHC15	0.047179528204718	0.7479651668920704	0.047179528204718
RNU7-99P	0.04719952800472	0.7480211340466278	0.04719952800472
KRT8P24	0.047209527904721	0.7480491095467827	0.047209527904721
OR5AZ1P	0.047239527604724	0.7481330037376949	0.047239527604724
C7orf33	0.047309526904731	0.7483285683661436	0.047309526904731
GYG1	0.0473295267047329	0.7483843955038714	0.0473295267047329
ASB5	0.047339526604734	0.7484123009938956	0.047339526604734
SEC14L6	0.047339526604734	0.7484123009938956	0.047339526604734
IGLV3-2	0.047359526404736	0.7484680958158235	0.047359526404736
KRT18P62	0.047369526304737	0.7484959851475513	0.047369526304737
SLC44A5	0.047379526204738	0.7485238690930045	0.047379526204738
CLCN7	0.047379526204738	0.7485238690930045	0.047379526204738
PLPP5	0.0474095259047409	0.7486074886108354	0.0474095259047409
LINC02832	0.047429525704743	0.7486632080230693	0.047429525704743
CSGALNACT2	0.047429525704743	0.7486632080230693	0.047429525704743
HSBP1L1	0.047449525504745	0.7487189058880922	0.047449525504745
OR6Q1	0.047459525404746	0.7487467467401797	0.047459525404746
MTCO1P14	0.047469525304747	0.7487745822052003	0.047469525304747
KIF9	0.047519524804752	0.7489136787212215	0.047519524804752
CCBE1	0.047549524504755	0.7489970719804012	0.047549524504755
NPR3	0.0475595244047559	0.7490248589578605	0.0475595244047559
MTATP6P14	0.047579524204758	0.7490804167488518	0.047579524204758
FAM89A	0.047649523504765	0.7492746992868317	0.047649523504765
CLRN1-AS1	0.047719522804772	0.7494687177766093	0.047719522804772
IRGM	0.047729522704773	0.7494964131470052	0.047729522704773
AGPAT2	0.047739522604774	0.7495241031279579	0.047739522604774
MIR520E	0.047739522604774	0.7495241031279579	0.047739522604774
VN2R9P	0.047749522504775	0.74955178771938	0.047749522504775
RAB14	0.047769522304777	0.7496071407332794	0.047769522304777
CYCSP29	0.047769522304777	0.7496071407332794	0.047769522304777
GTPBP4	0.0477795222047779	0.7496348091555805	0.0477795222047779
HHIP-AS1	0.047789522104779	0.7496624721879993	0.047789522104779
DSTYK	0.047829521704783	0.7497730704170847	0.047829521704783
HEPN1	0.0478495215047849	0.7498283371900416	0.0478495215047849
MIR512-2	0.047869521304787	0.7498835824010036	0.047869521304787
MIR512-1	0.047889521104789	0.7499388060492655	0.047889521104789
HMGN1P18	0.04789952100479	0.7499664097871641	0.04789952100479
IGLV3-1	0.047909520904791	0.7499940081341242	0.047909520904791
HEPACAM	0.047919520804792	0.7500216010900569	0.047919520804792
RELB	0.047919520804792	0.7500216010900569	0.047919520804792
TTC9	0.047949520504795	0.7501043476108136	0.047949520504795
TRIM35	0.047969520304797	0.7501594850012369	0.047969520304797
MIR3938	0.047989520104799	0.75021460082544	0.047989520104799
OTUD6A	0.047989520104799	0.75021460082544	0.047989520104799
MIR1323	0.0480095199048009	0.7502696950827197	0.0480095199048009
RPS2P55	0.048029519704803	0.7503247677723716	0.048029519704803
ZNF316	0.048059519404806	0.7504073363660066	0.048059519404806
THUMPD3	0.0480695193048069	0.7504348484459749	0.0480695193048069
ADI1	0.0481595184048159	0.7506822144955558	0.0481595184048159
PPIAP43	0.048169518304817	0.7507096726472146	0.048169518304817
NIBAN3	0.048169518304817	0.7507096726472146	0.048169518304817
AWAT2	0.048179518204818	0.7507371254055579	0.048179518204818
C8orf33	0.048189518104819	0.7507645727704982	0.048189518104819
MIR515-1	0.0482295177048229	0.7508743082944688	0.0482295177048229
ATP8A2P3	0.048239517604824	0.7509017286910742	0.048239517604824
MIR498	0.048249517504825	0.7509291436937482	0.048249517504825
DIPK1B	0.048359516404836	0.7512303526985438	0.048359516404836
FAM201B	0.0483795162048379	0.7512850478407427	0.0483795162048379
RNU4-39P	0.048389516104839	0.7513123873191417	0.048389516104839
RNA5SP495	0.04839951600484	0.7513397214022894	0.04839951600484
RBM15-AS1	0.048429515704843	0.7514216912793461	0.048429515704843
MIR519E	0.048429515704843	0.7514216912793461	0.048429515704843
TRIM51DP	0.0484395156048439	0.751449003780609	0.0484395156048439
KRTAP27-1	0.0484495155048449	0.7514763108861812	0.0484495155048449
CTU1	0.048489515104849	0.7515854853497984	0.048489515104849
HDAC4-AS1	0.048509514904851	0.7516400402051719	0.048509514904851
CNNM2	0.048609513904861	0.7519124906895296	0.048609513904861
HLA-L	0.048649513504865	0.7520213197669592	0.048649513504865
LINC02860	0.048649513504865	0.7520213197669592	0.048649513504865
BTBD11	0.048649513504865	0.7520213197669592	0.048649513504865
PSMA6	0.048649513504865	0.7520213197669592	0.048649513504865
MAGI2-AS3	0.048659513404866	0.7520485135426886	0.048659513404866
BICRA-AS1	0.048659513404866	0.7520485135426886	0.048659513404866
PTX3	0.04869951300487	0.7521572346684539	0.04869951300487
SPATA31D4	0.04869951300487	0.7521572346684539	0.04869951300487
MYRF-AS1	0.04869951300487	0.7521572346684539	0.04869951300487
RPL5P7	0.048709512904871	0.7521844014551671	0.048709512904871
TMEM259	0.048719512804872	0.7522115628438132	0.048719512804872
RNU6-175P	0.0487395126048739	0.7522658694265509	0.0487395126048739
ZNF37A	0.0487495125048749	0.7522930146204673	0.0487495125048749
KRTAP13-2	0.048779512204878	0.7523744178113488	0.048779512204878
ILDR1	0.048789512104879	0.75240154141106	0.048789512104879
SUSD1	0.048849511504885	0.7525641696320502	0.048849511504885
LINC01284	0.048869511304887	0.7526183358455915	0.048869511304887
SCG2	0.048879511204888	0.752645410853193	0.048879511204888
EID1	0.048939510604894	0.7528077475048929	0.048939510604894
RNA5SP39	0.0489695103048969	0.7528888429306979	0.0489695103048969
GPATCH2L	0.0490495095049049	0.7531048597774227	0.0490495095049049
FAT1P1	0.049089509104909	0.7532127385781766	0.049089509104909
CDCA4P4	0.0491095089049109	0.7532666455704368	0.0491095089049109
ACTBL2	0.049149508504915	0.7533743947352052	0.049149508504915
MMS19	0.0491795082049179	0.7534551498887251	0.0491795082049179
ABCB4	0.049209507904921	0.7535358564224148	0.049209507904921
MIR181A1HG	0.0492595074049259	0.7536702592613748	0.0492595074049259
CWF19L1	0.049289507104929	0.7537508361305658	0.049289507104929
RBM14	0.049379506204938	0.7539922749573742	0.049379506204938
RBM14-RBM4	0.04939950600494	0.7540458685886584	0.04939950600494
FSBP	0.0494095059049409	0.754072657298135	0.0494095059049409
TBC1D20	0.049439505604944	0.7541529910008488	0.049439505604944
MIR4298	0.049459505404946	0.7542065197803468	0.049459505404946
RBFADN	0.049509504904951	0.75434024714587	0.049509504904951
RPS6P22	0.049519504804952	0.754366976404004	0.049519504804952
FXYD6P2	0.049539504604954	0.7544204187045973	0.049539504604954
RET	0.0495795042049579	0.7545272384406206	0.0495795042049579
LINC01010	0.04959950400496	0.7545806158746436	0.04959950400496
RPL23AP85	0.049609503904961	0.7546072964828493	0.049609503904961
RNA5SP206	0.049609503904961	0.7546072964828493	0.049609503904961
C7orf77	0.049609503904961	0.7546072964828493	0.049609503904961
ZNF300	0.049619503804962	0.7546339716850675	0.049619503804962
SEMA3E	0.0496395036049639	0.7546873058711887	0.0496395036049639
EGFR	0.049679503204968	0.754793909367709	0.049679503204968
PLAC9	0.0496995030049699	0.754847178676699	0.0496995030049699
RNU6-698P	0.0497095029049709	0.7548738052210687	0.0497095029049709
LACTB	0.0497295027049729	0.7549270420891172	0.0497295027049729
CBLIF	0.049739502604974	0.7549536524126201	0.049739502604974
RNF24	0.0497895021049789	0.7550866229213987	0.0497895021049789
COPS8P2	0.049819501804982	0.7551663403365105	0.049819501804982
ATP1B1P1	0.049819501804982	0.7551663403365105	0.049819501804982
CARD11	0.049819501804982	0.7551663403365105	0.049819501804982
APOC3	0.049909500904991	0.7554052005492142	0.049909500904991
TIGIT	0.0499195008049919	0.7554317135308825	0.0499195008049919
LINC02238	0.0499295007049929	0.7554582211038352	0.0499295007049929
RNU6-257P	0.0499395006049939	0.7554847232679844	0.0499395006049939
EN1	0.049969500304997	0.7555641973067296	0.049969500304997
NSG1	0.0500994990050099	0.7559080222252528	0.0500994990050099
FADS2	0.050209497905021	0.7561982368506374	0.050209497905021
RNU6-191P	0.0503694963050369	0.7566191983492998	0.0503694963050369
FGF10-AS1	0.0503794962050379	0.7566454624389611	0.0503794962050379
RN7SKP10	0.0503794962050379	0.7566454624389611	0.0503794962050379
RN7SKP232	0.0503994960050399	0.7566979743799043	0.0503994960050399
RNU6-742P	0.0503994960050399	0.7566979743799043	0.0503994960050399
MIER3	0.05049949500505	0.756960209294146	0.05049949500505
ALDH6A1	0.05049949500505	0.756960209294146	0.05049949500505
PLEKHH1	0.050569494305057	0.7571434516170642	0.050569494305057
PM20D1	0.0505994940050599	0.7572219028263926	0.0505994940050599
AOC1	0.050629493705063	0.7573003053034212	0.050629493705063
TXNDC11	0.050629493705063	0.7573003053034212	0.050629493705063
KDM3A	0.050709492905071	0.7575091403106279	0.050709492905071
C11orf49	0.050729492705073	0.7575612949075092	0.050729492705073
SNORA74B	0.0507394926050739	0.7575873640822277	0.0507394926050739
TRIM60P16	0.0507394926050739	0.7575873640822277	0.0507394926050739
CHKB	0.05079949200508	0.7577436653928871	0.05079949200508
ARHGEF10L	0.0508394916050839	0.7578477579386316	0.0508394916050839
HABP4	0.0508394916050839	0.7578477579386316	0.0508394916050839
PRKCB	0.0508494915050849	0.7578737675332576	0.0508494915050849
THUMPD3-AS1	0.0508994910050899	0.7580037342511264	0.0508994910050899
RNA5SP241	0.0509094909050909	0.758029711343032	0.0509094909050909
COL28A1	0.0509194908050919	0.7580556830175093	0.0509194908050919
KRT73	0.0509894901050989	0.7582373330434715	0.0509894901050989
KLF8P1	0.0509894901050989	0.7582373330434715	0.0509894901050989
PRELID3BP4	0.0510494895051049	0.7583928217597153	0.0510494895051049
VDAC1P5	0.0510594894051059	0.7584187175809587	0.0510594894051059
DLSTP1	0.05109948900511	0.7585222466775712	0.05109948900511
RPLP1P6	0.0511094889051109	0.7585481154041933	0.0511094889051109
COL4A2	0.0511294887051129	0.7585998365997859	0.0511294887051129
GEMIN7-AS1	0.051169488305117	0.758703213957897	0.051169488305117
CDS2	0.051169488305117	0.758703213957897	0.051169488305117
NSMCE3	0.0512794872051279	0.7589870545491738	0.0512794872051279
MTFMT	0.0514194858051419	0.759347357575654	0.0514194858051419
CC2D2A	0.0514294857051429	0.7593730528446044	0.0514294857051429
CCDC6	0.0514394856051439	0.7593987426915509	0.0514394856051439
KAT8	0.051469485305147	0.7594757796994844	0.051469485305147
LINC00583	0.0514794852051479	0.7595014478575332	0.0514794852051479
CDCP1	0.051529484705153	0.7596297073093539	0.051529484705153
ILF2P1	0.051539484605154	0.7596553429314169	0.051539484605154
PPIAP77	0.0515594844051559	0.7597065979065376	0.0515594844051559
FOXG1	0.0515594844051559	0.7597065979065376	0.0515594844051559
MIR1275	0.0515794842051579	0.7597578311890653	0.0515794842051579
RNU1-139P	0.051609483905161	0.7598346404380869	0.051609483905161
HMGCS2	0.0516494835051649	0.7599369768574417	0.0516494835051649
RAPGEF1	0.0516594834051659	0.7599625474103042	0.0516594834051659
LINC00644	0.0517494825051749	0.7601924385749067	0.0517494825051749
KCND3-IT1	0.0517994820051799	0.7603199663613461	0.0517994820051799
CXCL12	0.0518594814051859	0.7604728211383057	0.0518594814051859
MIR3197	0.0519294807051929	0.760650905667463	0.0519294807051929
CDCA7	0.0519394806051939	0.7606763246953057	0.0519394806051939
HAUS1P2	0.0519394806051939	0.7606763246953057	0.0519394806051939
MIR181B1	0.0519494805051949	0.7607017383201303	0.0519494805051949
CASP1P2	0.051979480205198	0.7607779467824237	0.051979480205198
FOXQ1	0.0519994800051999	0.7608287254197249	0.0519994800051999
PAPPA	0.052059479405206	0.7609809317634719	0.052059479405206
CNTRL	0.052059479405206	0.7609809317634719	0.052059479405206
MIR181A1	0.0520794792052079	0.7610316240377994	0.0520794792052079
LINC01304	0.052129478705213	0.7611582603263218	0.052129478705213
NIFKP6	0.052129478705213	0.7611582603263218	0.052129478705213
FBXO43	0.0521394786052139	0.7611835714063717	0.0521394786052139
TMEM229B	0.0521494785052149	0.7612088770952523	0.0521494785052149
ASH1L-IT1	0.05219947800522	0.7613353246928541	0.05219947800522
THOC2	0.052209477905221	0.7613605980471607	0.052209477905221
SPATA5	0.0522394776052239	0.7614363857903175	0.0522394776052239
HMGB3P5	0.0522394776052239	0.7614363857903175	0.0522394776052239
LINC01396	0.0522494775052249	0.7614616376000899	0.0522494775052249
MKRN1	0.0522494775052249	0.7614616376000899	0.0522494775052249
SETD9	0.0523394766052339	0.761688661649773	0.0523394766052339
TMEM189-UBE2V1	0.052349476505235	0.7617138596396801	0.052349476505235
TUBA1B	0.0524194758052419	0.7618900949978148	0.0524194758052419
TNNT3	0.052429475705243	0.7619152499744843	0.052429475705243
MIR5579	0.052429475705243	0.7619152499744843	0.052429475705243
KCNMB2-AS1	0.0524694753052469	0.7620158161471969	0.0524694753052469
UBTD1	0.0524794752052479	0.7620409442598464	0.0524794752052479
PRPF38A	0.0525094749052509	0.7621162963740042	0.0525094749052509
MFSD1P1	0.0525294747052529	0.7621665042695419	0.0525294747052529
TNNI2	0.0525394746052539	0.7621916001649175	0.0525394746052539
RNU6ATAC33P	0.0525494745052549	0.7622166906928212	0.0525494745052549
NKX2-6	0.0525994740052599	0.7623420628409923	0.0525994740052599
SLC25A18P1	0.0527494725052749	0.7627173749940833	0.0527494725052749
CLEC14A	0.0528594714052859	0.7629918380239359	0.0528594714052859
PHTF2	0.0528994710052899	0.7630914822651594	0.0528994710052899
LINC01163	0.0529394706052939	0.7631910409680663	0.0529394706052939
FOXG1-AS1	0.052949470505295	0.7632159172828744	0.052949470505295
RPL12P40	0.052949470505295	0.7632159172828744	0.052949470505295
C11orf98P1	0.0529594704052959	0.7632407882544996	0.0529594704052959
LINC01394	0.0529694703052969	0.7632656538835348	0.0529694703052969
ADAM1B	0.0529694703052969	0.7632656538835348	0.0529694703052969
RAD54B	0.0529894701052989	0.7633153691162038	0.0529894701052989
RPS27L	0.0530394696053039	0.7634395637440174	0.0530394696053039
CCDC37-DT	0.0530494695053049	0.7634643866536581	0.0530494695053049
RPS2P41	0.0530594694053059	0.7634892042260402	0.0530594694053059
FOXO3	0.0530794692053079	0.7635388233613991	0.0530794692053079
TMPRSS2	0.0530794692053079	0.7635388233613991	0.0530794692053079
LINC02322	0.0531594684053159	0.7637370865309834	0.0531594684053159
MIR4318	0.0531694683053169	0.7637618454326235	0.0531694683053169
LINC02477	0.0531794682053179	0.7637865990041139	0.0531794682053179
RNF152	0.0531794682053179	0.7637865990041139	0.0531794682053179
LPCAT2	0.0531894681053189	0.7638113472460475	0.0531894681053189
HLA-DRA	0.0531994680053199	0.7638360901590169	0.0531994680053199
PACSIN3	0.0532394676053239	0.7639350085330981	0.0532394676053239
ADAM1A	0.0532494675053249	0.7639597248101316	0.0532494675053249
RNU6-899P	0.0532694673053269	0.7640091413885617	0.0532694673053269
MIR548AG1	0.0532894671053289	0.7640585366700912	0.0532894671053289
RBM4	0.0533494665053349	0.7642065947806735	0.0533494665053349
BCKDK	0.0533594664053359	0.7642312525107818	0.0533594664053359
RNA5SP392	0.0534594654053459	0.7644775373704888	0.0534594654053459
MTND4LP25	0.0534594654053459	0.7644775373704888	0.0534594654053459
RBPJL	0.0534894651053489	0.7645513191985513	0.0534894651053489
ASTL	0.0534994650053499	0.7645759025180655	0.0534994650053499
YBX1P3	0.0535594644053559	0.7647232909333025	0.0535594644053559
RNU6-488P	0.0535694643053569	0.764747837091063	0.0535694643053569
OAT	0.0535894641053589	0.7647969134878199	0.0535894641053589
RPL12P27	0.0536294637053629	0.7648950026228643	0.0536294637053629
LINC02061	0.0537294627053729	0.7651398543405766	0.0537294627053729
BCAS2	0.0537494625053749	0.76518876110148	0.0537494625053749
UBE2O	0.0537494625053749	0.76518876110148	0.0537494625053749
RN7SL228P	0.0537894621053789	0.7652865110785638	0.0537894621053789
CCDC87	0.0538394616053839	0.7654085794524368	0.0538394616053839
PCSK7	0.0538494615053849	0.7654329772534714	0.0538494615053849
KLHL14	0.0538494615053849	0.7654329772534714	0.0538494615053849
GAS6-AS1	0.0538694613053869	0.7654817569865401	0.0538694613053869
MIR1278	0.0538994610053899	0.7655548869225282	0.0538994610053899
FAM204CP	0.0539194608053919	0.7656036137776887	0.0539194608053919
LINC02286	0.0539194608053919	0.7656036137776887	0.0539194608053919
LINC00454	0.0539394606053939	0.7656523194899798	0.0539394606053939
METAP1D	0.0539494605053949	0.7656766644190303	0.0539494605053949
CCS	0.0539694603053969	0.7657253384259037	0.0539694603053969
PAIP1P1	0.0540394596054039	0.7658955310742739	0.0540394596054039
ZKSCAN7P1	0.0540694593054069	0.7659683915897465	0.0540694593054069
HLA-DRB9	0.0540894591054089	0.766016938881586	0.0540894591054089
LINC00452	0.0540894591054089	0.766016938881586	0.0540894591054089
UBA52P6	0.0541094589054109	0.7660654650708411	0.0541094589054109
FIG4	0.0541294587054129	0.766113970162251	0.0541294587054129
CEP68	0.0541594584054159	0.7661866882512743	0.0541594584054159
TRIM33	0.0542194578054219	0.7663319821148401	0.0542194578054219
RORB-AS1	0.0542594574054259	0.7664287393237602	0.0542594574054259
LINC01339	0.0542894571054289	0.766501251939841	0.0542894571054289
SLC35G5	0.0542894571054289	0.766501251939841	0.0542894571054289
BDH2	0.0543294567054329	0.7665978617375472	0.0543294567054329
PRLHR	0.0543494565054349	0.7666461350654632	0.0543494565054349
COL5A1-AS1	0.0543694563054369	0.7666943873524071	0.0543694563054369
ASH1L-AS1	0.0543994560054399	0.766766726341368	0.0543994560054399
POLD3	0.0543994560054399	0.766766726341368	0.0543994560054399
SYS1	0.0544094559054409	0.7667908288223366	0.0544094559054409
OR10H3	0.0544694553054469	0.7669353333384252	0.0544694553054469
DUSP2	0.0544994550054499	0.7670075146711637	0.0544994550054499
RBM4B	0.0545094549054509	0.7670315646119069	0.0545094549054509
TBC1D3K	0.0545294547054529	0.7670796487416927	0.0545294547054529
PKMP1	0.0545394546054539	0.7671036829319204	0.0545394546054539
RERGL	0.0545394546054539	0.7671036829319204	0.0545394546054539
LARP4B	0.0545994540054599	0.767247777865296	0.0545994540054599
GAS6	0.0545994540054599	0.767247777865296	0.0545994540054599
HSPB3	0.0546494535054649	0.7673677127216214	0.0546494535054649
ERC2-IT1	0.0546594534054659	0.767391683963106	0.0546594534054659
RNU6-934P	0.0547094529054709	0.7675114615542106	0.0547094529054709
LINC02576	0.0547294527054729	0.7675593359140954	0.0547294527054729
AMMECR1LP1	0.0547394526054739	0.7675832652371454	0.0547394526054739
LINC02368	0.0548594514054859	0.7678700087863832	0.0548594514054859
CCDC15	0.0548694513054869	0.767893870072843	0.0548694513054869
MIR2467	0.0548894511054889	0.7679415769580445	0.0548894511054889
WNT4	0.0549394506054939	0.7680607526870058	0.0549394506054939
NMT2	0.0549394506054939	0.7680607526870058	0.0549394506054939
LINC00581	0.0549894501054989	0.7681797977837193	0.0549894501054989
EFNB1	0.0549894501054989	0.7681797977837193	0.0549894501054989
UCK1	0.0549994500054999	0.768203591133709	0.0549994500054999
EEF1DP7	0.0550094499055009	0.7682273792619635	0.0550094499055009
KRTAP5-10	0.0550494495055049	0.7683224795694762	0.0550494495055049
PPIAP54	0.0551194488055119	0.7684887042076634	0.0551194488055119
CBLB	0.0552194478055219	0.7687257247836295	0.0552194478055219
RPS3AP52	0.0552194478055219	0.7687257247836295	0.0552194478055219
ZBTB20	0.0552894471055289	0.7688913292337893	0.0552894471055289
LRRC32	0.0553994460055399	0.7691510496255829	0.0553994460055399
RN7SL48P	0.0554694453055469	0.769315998712366	0.0554694453055469
CRIP1P4	0.0554894451055489	0.769363080268967	0.0554894451055489
RNA5SP441	0.0556094439055609	0.7696451335871105	0.0556094439055609
PLG	0.0556594434055659	0.7697624353563672	0.0556594434055659
